time_s,north_m,east_m,altitude_m,roll_deg,pitch_deg,yaw_deg,flight_path_deg,airspeed_mps,alpha_deg,elevator_deg,rudder_deg,elevator_command_deg,surface_contact
20.000000,200.341703,0.000000,0.790456,0.000000,-0.655570,0.000000,-1.446060,10.246562,0.790489,0.594778,0.000000,0.592328,false
20.050000,200.853879,0.000000,0.777511,0.000000,-0.656751,0.000000,-1.450039,10.247011,0.793288,0.407049,0.000000,0.314151,false
20.100000,201.366077,0.000000,0.764535,0.000000,-0.650836,0.000000,-1.451109,10.247497,0.800273,0.601894,0.000000,0.848478,false
20.150000,201.878300,0.000000,0.751576,0.000000,-0.647021,0.000000,-1.447077,10.247980,0.800057,0.716037,0.000000,0.728166,false
20.200000,202.390548,0.000000,0.738653,0.000000,-0.648429,0.000000,-1.443565,10.248439,0.795136,0.696697,0.000000,0.628575,false
20.250000,202.902819,0.000000,0.725752,0.000000,-0.652750,0.000000,-1.442087,10.248887,0.789336,0.696697,0.000000,0.552685,false
20.300000,203.415112,0.000000,0.712851,0.000000,-0.657832,0.000000,-1.443623,10.249341,0.785790,0.528191,0.000000,0.181278,false
20.350000,203.927428,0.000000,0.699918,0.000000,-0.656329,0.000000,-1.448528,10.249827,0.792199,0.389926,0.000000,0.386384,false
20.400000,204.439768,0.000000,0.686959,0.000000,-0.648078,0.000000,-1.447737,10.250347,0.799659,0.654015,0.000000,0.873701,false
20.450000,204.952135,0.000000,0.674035,0.000000,-0.644410,0.000000,-1.442111,10.250847,0.797701,0.729177,0.000000,0.719777,false
20.500000,205.464527,0.000000,0.661156,0.000000,-0.646541,0.000000,-1.438043,10.251314,0.791502,0.689706,0.000000,0.624196,false
20.550000,205.976943,0.000000,0.648300,0.000000,-0.651179,0.000000,-1.436595,10.251769,0.785416,0.689706,0.000000,0.546135,false
20.600000,206.489382,0.000000,0.635444,0.000000,-0.655684,0.000000,-1.437983,10.252230,0.782299,0.609784,0.000000,0.608329,false
20.650000,207.001844,0.000000,0.622566,0.000000,-0.656441,0.000000,-1.441618,10.252717,0.785178,0.428175,0.000000,0.315395,false
20.700000,207.514330,0.000000,0.609659,0.000000,-0.650689,0.000000,-1.442491,10.253238,0.791802,0.610384,0.000000,0.848575,false
20.750000,208.026843,0.000000,0.596770,0.000000,-0.647012,0.000000,-1.438596,10.253755,0.791585,0.704157,0.000000,0.728173,false
20.800000,208.539382,0.000000,0.583915,0.000000,-0.647952,0.000000,-1.435191,10.254248,0.787239,0.686798,0.000000,0.634785,false
20.850000,209.051946,0.000000,0.571081,0.000000,-0.651412,0.000000,-1.433603,10.254729,0.782191,0.686798,0.000000,0.618268,false
20.900000,209.564534,0.000000,0.558254,0.000000,-0.656155,0.000000,-1.433721,10.255214,0.777566,0.655665,0.000000,0.541948,false
20.950000,210.077146,0.000000,0.545409,0.000000,-0.658392,0.000000,-1.437705,10.255717,0.779313,0.407234,0.000000,0.306940,false
21.000000,210.589783,0.000000,0.532526,0.000000,-0.651762,0.000000,-1.440335,10.256261,0.788573,0.545390,0.000000,0.909216,false
21.050000,211.102449,0.000000,0.519653,0.000000,-0.645276,0.000000,-1.435652,10.256808,0.790377,0.728988,0.000000,0.796895,false
21.100000,211.615142,0.000000,0.506828,0.000000,-0.645078,0.000000,-1.430567,10.257320,0.785489,0.728988,0.000000,0.649799,false
21.150000,212.127860,0.000000,0.494037,0.000000,-0.648541,0.000000,-1.428061,10.257807,0.779520,0.689575,0.000000,0.619435,false
21.200000,212.640603,0.000000,0.481258,0.000000,-0.653337,0.000000,-1.427610,10.258292,0.774274,0.657979,0.000000,0.542039,false
21.250000,213.153371,0.000000,0.468472,0.000000,-0.657304,0.000000,-1.429581,10.258790,0.772277,0.559708,0.000000,0.202972,false
21.300000,213.666163,0.000000,0.455655,0.000000,-0.655594,0.000000,-1.433969,10.259317,0.778376,0.396333,0.000000,0.787806,false
21.350000,214.178982,0.000000,0.442817,0.000000,-0.648379,0.000000,-1.432749,10.259873,0.784370,0.679905,0.000000,0.856960,false
21.400000,214.691830,0.000000,0.430012,0.000000,-0.645586,0.000000,-1.427923,10.260411,0.782338,0.716588,0.000000,0.716240,false
21.450000,215.204704,0.000000,0.417245,0.000000,-0.647301,0.000000,-1.424516,10.260920,0.777215,0.697156,0.000000,0.714079,false
21.500000,215.717604,0.000000,0.404498,0.000000,-0.651263,0.000000,-1.423001,10.261418,0.771738,0.697156,0.000000,0.562673,false
21.550000,216.230530,0.000000,0.391755,0.000000,-0.656118,0.000000,-1.423704,10.261919,0.767586,0.636914,0.000000,0.603405,false
21.600000,216.743480,0.000000,0.378992,0.000000,-0.657820,0.000000,-1.427580,10.262441,0.769761,0.427370,0.000000,0.315013,false
21.650000,217.256456,0.000000,0.366193,0.000000,-0.651331,0.000000,-1.429671,10.263000,0.778339,0.578502,0.000000,0.908494,false
21.700000,217.769461,0.000000,0.353408,0.000000,-0.645862,0.000000,-1.425024,10.263560,0.779162,0.744957,0.000000,0.794603,false
21.750000,218.282494,0.000000,0.340668,0.000000,-0.646716,0.000000,-1.420349,10.264085,0.773633,0.744957,0.000000,0.687866,false
21.800000,218.795553,0.000000,0.327958,0.000000,-0.651635,0.000000,-1.418378,10.264589,0.766743,0.683887,0.000000,0.589116,false
21.850000,219.308638,0.000000,0.315250,0.000000,-0.656473,0.000000,-1.419771,10.265096,0.763298,0.606416,0.000000,0.292905,false
21.900000,219.821748,0.000000,0.302515,0.000000,-0.656215,0.000000,-1.423911,10.265628,0.767696,0.411568,0.000000,0.902082,false
21.950000,220.334885,0.000000,0.289759,0.000000,-0.650861,0.000000,-1.423040,10.266190,0.772179,0.684729,0.000000,0.797836,false
22.000000,220.848050,0.000000,0.277029,0.000000,-0.649935,0.000000,-1.418819,10.266738,0.768883,0.786540,0.000000,0.653598,false
22.050000,221.361243,0.000000,0.264331,0.000000,-0.654544,0.000000,-1.416858,10.267263,0.762314,0.689959,0.000000,0.548421,false
22.100000,221.874462,0.000000,0.251628,0.000000,-0.658001,0.000000,-1.419733,10.267792,0.761732,0.438377,0.000000,0.239297,false
22.150000,222.387708,0.000000,0.238889,0.000000,-0.652566,0.000000,-1.422678,10.268353,0.770112,0.537950,0.000000,0.900662,false
22.200000,222.900982,0.000000,0.226158,0.000000,-0.646211,0.000000,-1.418374,10.268922,0.772164,0.754500,0.000000,0.806579,false
22.250000,223.414285,0.000000,0.213473,0.000000,-0.646283,0.000000,-1.413201,10.269454,0.766918,0.754500,0.000000,0.640202,false
22.300000,223.927614,0.000000,0.200821,0.000000,-0.650158,0.000000,-1.411063,10.269960,0.760904,0.689410,0.000000,0.618689,false
22.350000,224.440969,0.000000,0.188177,0.000000,-0.654771,0.000000,-1.410880,10.270463,0.756109,0.689410,0.000000,0.551917,false
22.400000,224.954349,0.000000,0.175525,0.000000,-0.658476,0.000000,-1.413460,10.270977,0.754985,0.507084,0.000000,0.243295,false
22.450000,225.467755,0.000000,0.162836,0.000000,-0.654607,0.000000,-1.417420,10.271522,0.762813,0.506889,0.000000,0.979310,false
22.500000,225.981188,0.000000,0.150142,0.000000,-0.648193,0.000000,-1.414370,10.272084,0.766177,0.745502,0.000000,0.978783,false
22.550000,226.494650,0.000000,0.137491,0.000000,-0.648876,0.000000,-1.408690,10.272615,0.759814,0.823266,0.000000,0.733889,false
22.600000,227.008138,0.000000,0.124874,0.000000,-0.655474,0.000000,-1.407175,10.273116,0.751701,0.700649,0.000000,0.715287,false
22.650000,227.521651,0.000000,0.112252,0.000000,-0.661760,0.000000,-1.408974,10.273625,0.747214,0.703862,0.000000,0.787968,false
22.700000,228.035190,0.000000,0.099611,0.000000,-0.667688,0.000000,-1.411419,10.274158,0.743731,0.703862,0.000000,0.794454,false
22.750000,228.548756,0.000000,0.086943,0.000000,-0.673695,0.000000,-1.414721,10.274720,0.741026,0.703862,0.000000,0.794958,false
22.800000,229.062350,0.000000,0.074242,0.000000,-0.679678,0.000000,-1.418603,10.275316,0.738925,0.703862,0.000000,0.794997,false
22.850000,229.575973,0.000000,0.061503,0.000000,-0.685583,0.000000,-1.422850,10.275951,0.737267,0.703862,0.000000,0.795000,false
22.900000,230.089629,0.000000,0.048725,0.000000,-0.691389,0.000000,-1.427302,10.276626,0.735914,0.703862,0.000000,0.836226,false
22.950000,230.603318,0.000000,0.035906,0.000000,-0.697091,0.000000,-1.431846,10.277342,0.734756,0.703862,0.000000,0.795000,false
23.000000,231.117043,0.000000,0.023047,0.000000,-0.703481,0.000000,-1.435598,10.278098,0.732116,0.786494,0.000000,0.740250,false
23.050000,231.630805,0.000000,0.010153,0.000000,-0.712640,0.000000,-1.439838,10.278889,0.727198,0.786494,0.000000,0.716387,false
23.090000,232.041844,0.000000,-0.000193,0.000000,-0.721498,0.000000,-1.444383,10.279553,0.722885,0.737843,0.000000,0.232326,true
